Total # of Data,Metal_1 AN,Metal_1 AW,Metal_1 group,Metal_1 period,Metal_1 atomic radius,Metal_1 electronegativity,Metal_1 m. p.,Metal_1 b. p.,Metal_1 delta_fus H ,Metal_1 density,Metal_1 ionization enegy ,Metal_2 AN,Metal_2 AW,Metal_2 group,Metal_2 period,Metal_2 atomic radius,Metal_2 electronegativity,Metal_2 m. p.,Metal_2 b. p.,Metal_2 delta_fus H ,Metal_2 density,Metal_2 ionization enegy ,Metal_3 AN,Metal_3 AW,Metal_3 group,Metal_3 period,Metal_3 atomic radius,Metal_3 electronegativity,Metal_3 m. p.,Metal_3 b. p.,Metal_3 delta_fus H ,Metal_3 density,Metal_3 ionization enegy ,Prom_1 AN,Prom_1 AW,Prom_1 group,Prom_1 period,Prom_1 atomic radius,Prom_1 electronegativity,Prom_1 m. p.,Prom_1 b. p.,Prom_1 delta_fus H ,Prom_1 density,Prom_1 ionization enegy ,Prom_2 AN,Prom_2 AW,Prom_2 group,Prom_2 period,Prom_2 atomic radius,Prom_2 electronegativity,Prom_2 m. p.,Prom_2 b. p.,Prom_2 delta_fus H ,Prom_2 density,Prom_2 ionization enegy ,Li,Ce,Co,Mg,Fe,Mn,Zr,K,Ni,Ca,Cs,V,Rb,Y,Na,La,Gd,Yb,Zn,Re,Ti,Cr,Ho,Nd,Tm,Sm,Er,Sr,Pt,Au,Ru,Rh,Ir,Cu,Pd,IWI,WI,CI,SI,SGP,CP,HDP,UGC,SCT,FSP,ME,DP,Calc T (oC),Calc T. (hr),Al2O3,MgO,CeO2,TiO2,ZEO,MnO,Y203,ZrO2,HAP,ACC,Tb4O7,HfO2,La2O3,Co3O4,ThO2,SiO2,Fe2O3,Sm2O3,Gd2O3,Yb2O3,CaO,Temperature (C),H2 vol.%,O2 vol.%,CO vol.%,H2O vol.%,CO2 vol.%,CH4 vol.%,TOS (min),F/W (mg.min/ml),CO Conversion
3377,92.0,212.84,20.0,10.0,3.38,2.7,3656.1,6472.0,33.48,24.0,16.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,175.0,40.0,0.0,2.0,0.0,10.0,0.0,60.0,1.0,92.1
3378,92.0,212.84,20.0,10.0,3.38,2.7,3656.1,6472.0,33.48,24.0,16.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,200.0,40.0,0.0,2.0,0.0,10.0,0.0,60.0,1.0,91.2
3379,92.0,212.84,20.0,10.0,3.38,2.7,3656.1,6472.0,33.48,24.0,16.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,225.0,40.0,0.0,2.0,0.0,10.0,0.0,60.0,1.0,76.1
3380,92.0,212.84,20.0,10.0,3.38,2.7,3656.1,6472.0,33.48,24.0,16.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,251.0,40.0,0.0,2.0,0.0,10.0,0.0,60.0,1.0,53.0
3381,92.0,212.84,20.0,10.0,3.38,2.7,3656.1,6472.0,33.48,24.0,16.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,276.0,40.0,0.0,2.0,0.0,10.0,0.0,60.0,1.0,19.1
3382,92.0,212.84,20.0,10.0,3.38,2.7,3656.1,6472.0,33.48,24.0,16.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,375.0,40.0,0.0,2.0,0.0,10.0,0.0,60.0,1.0,10.5
3383,92.0,212.84,20.0,10.0,3.38,2.7,3656.1,6472.0,33.48,24.0,16.6738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,400.0,40.0,0.0,2.0,0.0,10.0,0.0,60.0,1.0,14.8
3384,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,225.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,13.8
3385,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,250.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,34.2
3386,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,62.7
3387,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,70.4
3388,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,330.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,65.7
3389,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,225.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,7.4
3390,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,250.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,18.0
3391,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,275.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,35.7
3392,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,59.4
3393,39.0,97.542,5.0,3.0,0.885,0.72,1020.7,2049.0,11.085,10.75,4.4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.79999999999995,924.7656000000001,19.799999999999997,39.599999999999994,12.209999999999999,7.128,7048.799999999999,23977.8,36.036,44.681999999999995,36.55542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,3.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,330.0,28.0,0.0,4.4,29.6,8.7,0.1,60.0,2.83,80.5
3394,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,60.0,1.33,45.5
3395,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.75,0.0,0,0,0.0,0.0,0,0,0.0,0,0.25,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,60.0,1.33,31.5
3396,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.75,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.25,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,60.0,1.33,36.0
3397,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.75,0.0,0,0,0.0,0.25,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,60.0,1.33,62.2
3398,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,60.0,1.33,68.2
3399,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.6,0.0,0,0,0.0,0.4,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,60.0,1.33,68.4
3400,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.25,0.0,0,0,0.0,0.75,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,60.0,1.33,37.6
3401,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,70.0,1.33,67.8
3402,78.0,195.084,10.0,6.0,1.77,1.44,2041.4,4098.0,22.17,21.5,8.9588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,500,2.0,0.0,0,0.5,0.0,0,0,0.0,0.5,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,300.0,9.71,0.0,5.49,30.75,4.1,0.0,163.0,1.33,66.4
