Data No,Pt,Au,Ru,Rh,Ir,Pd,IWI,WI,CI,SI,SGP,CP,DP,HP,PDP,T (oC),hr,Al_s,Mg_s,Ce_s,Cu_s,Ti_s,zeolite_s,Zn_s,Mn_s,Fe_s,AcC_s,Nb_s,Si_s,Zr_s,La_s,Co_s,Ce_p,Co_p,Mg_p,Fe_p,Mn_p,Zr_p,K_p,Ni_p,Sn_p,Li_p,Na_p,Rb_p,Cs_p,Nb_p,La_p,Ba_p,Pb_p,Sm_p,Zn_p,Cu_p,H2O%,CO2%,TOS,CO %,O2%,H2%,F/W,Temp,Conv
1829,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,200.0,87.0
1830,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,150.0,18.0
1831,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,100.0,4.0
1832,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,250.0,81.0
1833,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,200.0,98.0
1834,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,150.0,32.0
1835,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,100.0,8.0
1836,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,250.0,27.0
1837,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,200.0,24.0
1838,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,150.0,37.0
1839,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,60000.0,100.0,8.0
1844,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,250.0,50.0
1845,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,200.0,51.0
1846,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,150.0,28.0
1847,5.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,100.0,3.0
1848,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,250.0,43.0
1849,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,200.0,32.0
1850,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,150.0,5.0
1851,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,100.0,0.0
1852,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,250.0,47.0
1853,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,200.0,44.0
1854,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,150.0,10.0
1855,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.5,98.5,60000.0,100.0,2.0
1856,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,120000.0,250.0,72.0
1857,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,120000.0,200.0,93.0
1858,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,120000.0,150.0,21.0
1859,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,120000.0,100.0,0.0
1860,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,30000.0,250.0,92.0
1861,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,30000.0,200.0,93.0
1862,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,30000.0,150.0,27.0
1863,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,98.0,30000.0,100.0,0.0
1868,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,250.0,99.0
1869,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,200.0,92.0
1870,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,150.0,18.0
1871,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,100.0,0.0
1872,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,250.0,100.0
1873,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,200.0,99.0
1874,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,150.0,28.0
1875,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,0.0,15.0,1.0,1.0,95.7,60000.0,100.0,0.0
1876,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,250.0,78.0
1877,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,200.0,92.0
1878,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,150.0,20.0
1879,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,100.0,4.0
1880,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,250.0,74.0
1881,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,200.0,99.0
1882,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,150.0,31.0
1883,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,1.0,85.6,60000.0,100.0,7.0
1884,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,250.0,46.0
1885,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,200.0,43.0
1886,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,150.0,12.0
1887,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,100.0,5.0
1888,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,250.0,50.0
1889,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,200.0,44.0
1890,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,150.0,12.0
1891,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,400,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.3,10.09,15.0,1.0,0.5,86.1,60000.0,100.0,3.0
1892,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,10.0
1893,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2025835554644249,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,54.0
1894,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0043059257740414,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,73.0
1895,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.008611851548083,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,100.0
1896,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.012917777322124,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,100.0
1897,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.017223703096166,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,82.0
1898,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7070945253229444,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,38.0
1899,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,500,3.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.1784908755382406,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.2,0.2,75.0,60000.0,100.0,58.0
