Data No,Pt,Au,Ru,Rh,Ir,Pd,IWI,WI,CI,SI,SGP,CP,DP,HP,PDP,T (oC),hr,Al_s,Mg_s,Ce_s,Cu_s,Ti_s,zeolite_s,Zn_s,Mn_s,Fe_s,AcC_s,Nb_s,Si_s,Zr_s,La_s,Co_s,Ce_p,Co_p,Mg_p,Fe_p,Mn_p,Zr_p,K_p,Ni_p,Sn_p,Li_p,Na_p,Rb_p,Cs_p,Nb_p,La_p,Ba_p,Pb_p,Sm_p,Zn_p,Cu_p,H2O%,CO2%,TOS,CO %,O2%,H2%,F/W,Temp,Conv
3917,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,125.0,62.0
3918,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,150.0,46.0
3919,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,0.0,5.0
3920,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,25.0,34.0
3921,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,50.0,95.0
3922,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,75.0,90.0
3923,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,100.0,71.0
3924,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,125.0,56.0
3925,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,150.0,40.0
3926,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,0.0,4.0
3927,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,25.0,5.0
3928,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,50.0,6.0
3929,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,75.0,19.0
3930,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,100.0,48.0
3931,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,125.0,62.0
3932,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.5,10.0,20.0,15.0,1.0,1.0,30.0,30000.0,150.0,60.0
3933,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,1.0,1.0,30.0,30000.0,0.0,43.0
3934,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,1.0,1.0,30.0,30000.0,25.0,92.0
3935,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,1.0,1.0,30.0,30000.0,50.0,97.0
3936,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,1.0,1.0,30.0,30000.0,75.0,92.0
3937,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,1.0,1.0,30.0,30000.0,100.0,83.0
3938,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,1.0,1.0,30.0,30000.0,125.0,72.0
3939,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,15.0,1.0,1.0,30.0,30000.0,150.0,61.0
3940,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,0.0,15.0,1.0,1.0,30.0,30000.0,0.0,51.0
3941,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,0.0,15.0,1.0,1.0,30.0,30000.0,25.0,90.0
3942,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,0.0,15.0,1.0,1.0,30.0,30000.0,50.0,99.0
3943,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,0.0,15.0,1.0,1.0,30.0,30000.0,75.0,98.0
3944,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,0.0,15.0,1.0,1.0,30.0,30000.0,100.0,86.0
3945,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,0.0,15.0,1.0,1.0,30.0,30000.0,125.0,73.0
3946,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,10.0,0.0,15.0,1.0,1.0,30.0,30000.0,150.0,61.0
3947,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,30.0,15.0,1.0,1.0,30.0,30000.0,0.0,13.0
3948,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,30.0,15.0,1.0,1.0,30.0,30000.0,25.0,74.0
3949,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,30.0,15.0,1.0,1.0,30.0,30000.0,50.0,88.0
3950,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,30.0,15.0,1.0,1.0,30.0,30000.0,75.0,85.0
3951,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,30.0,15.0,1.0,1.0,30.0,30000.0,100.0,77.0
3952,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,30.0,15.0,1.0,1.0,30.0,30000.0,125.0,65.0
3953,0.0,2.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,550,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.5,0.0,30.0,15.0,1.0,1.0,30.0,30000.0,150.0,58.0
3954,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,90.0,2.0
3955,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,105.0,5.0
3956,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,120.0,10.0
3957,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,135.0,21.0
3958,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,150.0,65.0
3959,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,165.0,85.0
3960,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,180.0,94.0
3961,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,195.0,98.0
3962,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,210.0,98.0
3963,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,225.0,97.0
3964,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,240.0,96.0
3965,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,255.0,93.0
3966,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,90.0,1.0
3967,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,105.0,6.0
3968,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,120.0,15.0
3969,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,135.0,61.0
3970,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,150.0,100.0
3971,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,165.0,99.0
3972,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,180.0,98.0
3973,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,195.0,98.0
3974,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,210.0,97.0
3975,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,225.0,93.0
3976,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,240.0,91.0
3977,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.28,0.72,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,255.0,84.0
3978,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,90.0,2.0
3979,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,500,2.0,0.7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,41.0,40000.0,105.0,3.0
